vf,participantId,rbase,approach,jnd_50_r,jnd_50,jnd_r
ellipse_minor,ie1otsb4,0.5,below,0.066512149,13.70471448,0.075
ellipse_minor,ie1otsb4,0.8,above,0.029569227,10.44412819,0.032083333
ellipse_minor,ie1otsb4,0.8,below,0.04384367,13.86710469,0.066666667
conf_bounding_box_perp,ie1otuyu,0.5,above,0.080219745,13.34372522,0.101666667
conf_bounding_box_perp,ie1otuyu,0.5,below,0.103443218,16.88312716,0.108333333
conf_bounding_box_perp,ie1otuyu,0.8,above,0.028241818,8.676758969,0.045
conf_bounding_box_perp,ie1otuyu,0.8,below,0.027330384,6.539554396,0.04
dist_line_sd,ie1otuyu,0.5,above,0.080219745,2.164284303,0.101666667
dist_line_sd,ie1otuyu,0.5,below,0.103443218,2.729029216,0.108333333
dist_line_sd,ie1otuyu,0.8,above,0.028241818,1.373855574,0.045
dist_line_sd,ie1otuyu,0.8,below,0.027330384,0.840568476,0.04
ellipse_area,ie1otuyu,0.5,above,0.080219745,3729.017264,0.101666667
ellipse_area,ie1otuyu,0.5,below,0.103443218,3625.868808,0.108333333
ellipse_area,ie1otuyu,0.8,above,0.028241818,2863.518725,0.045
ellipse_area,ie1otuyu,0.8,below,0.027330384,2444.757744,0.04
ellipse_minor,ie1otuyu,0.5,above,0.080219745,17.94773469,0.101666667
ellipse_minor,ie1otuyu,0.5,below,0.103443218,20.86231421,0.108333333
ellipse_minor,ie1otuyu,0.8,above,0.028241818,9.975487227,0.045
ellipse_minor,ie1otuyu,0.8,below,0.027330384,8.820122248,0.04
conf_bounding_box_perp,ie1otv9o,0.5,above,0.108145918,16.88830601,0.106666667
conf_bounding_box_perp,ie1otv9o,0.5,below,0.297999315,40.38688894,0.4575
conf_bounding_box_perp,ie1otv9o,0.8,above,0.058441734,16.4806617,0.033333333
conf_bounding_box_perp,ie1otv9o,0.8,below,0.042816295,10.48709226,0.061666667
dist_line_sd,ie1otv9o,0.5,above,0.108145918,2.832630414,0.106666667
dist_line_sd,ie1otv9o,0.5,below,0.297999315,6.418517088,0.4575
dist_line_sd,ie1otv9o,0.8,above,0.058441734,2.739110453,0.033333333
dist_line_sd,ie1otv9o,0.8,below,0.042816295,1.721573648,0.061666667
ellipse_area,ie1otv9o,0.5,above,0.108145918,5223.692209,0.106666667
ellipse_area,ie1otv9o,0.5,below,0.297999315,7036.346648,0.4575
ellipse_area,ie1otv9o,0.8,above,0.058441734,6512.857382,0.033333333
ellipse_area,ie1otv9o,0.8,below,0.042816295,3746.299429,0.061666667
ellipse_minor,ie1otv9o,0.5,above,0.108145918,24.6056312,0.106666667
ellipse_minor,ie1otv9o,0.5,below,0.297999315,54.62771092,0.4575
ellipse_minor,ie1otv9o,0.8,above,0.058441734,22.19948187,0.033333333
ellipse_minor,ie1otv9o,0.8,below,0.042816295,13.60953229,0.061666667
conf_bounding_box_perp,ie1ou6ft,0.8,above,0.030665736,6.735485322,0.036666667
conf_bounding_box_perp,ie1ou6ft,0.8,below,0.036194165,8.749806686,0.046666667
conf_bounding_box_perp,ie1ou6ft,0.5,above,0.057104117,9.819809147,0.046666667
conf_bounding_box_perp,ie1ou6ft,0.5,below,0.086565323,16.24169589,0.081666667
dist_line_sd,ie1ou6ft,0.8,above,0.030665736,1.229801985,0.036666667
dist_line_sd,ie1ou6ft,0.8,below,0.036194165,1.108923362,0.046666667
dist_line_sd,ie1ou6ft,0.5,above,0.057104117,1.65720762,0.046666667
dist_line_sd,ie1ou6ft,0.5,below,0.086565323,2.010943388,0.081666667
ellipse_area,ie1ou6ft,0.8,above,0.030665736,3108.058212,0.036666667
ellipse_area,ie1ou6ft,0.8,below,0.036194165,3205.359697,0.046666667
ellipse_area,ie1ou6ft,0.5,above,0.057104117,2580.316266,0.046666667
ellipse_area,ie1ou6ft,0.5,below,0.086565323,3130.426765,0.081666667
ellipse_minor,ie1ou6ft,0.8,above,0.030665736,10.82801875,0.036666667
ellipse_minor,ie1ou6ft,0.8,below,0.036194165,11.59979511,0.046666667
ellipse_minor,ie1ou6ft,0.5,above,0.057104117,12.6236793,0.046666667
ellipse_minor,ie1ou6ft,0.5,below,0.086565323,17.63056071,0.081666667
conf_bounding_box_perp,ie1ouixl,0.8,above,0.026103142,7.32697461,0.04375
conf_bounding_box_perp,ie1ouixl,0.8,below,0.032074862,8.184429748,0.03625
conf_bounding_box_perp,ie1ouixl,0.5,above,0.082751603,13.03736753,0.095
conf_bounding_box_perp,ie1ouixl,0.5,below,0.089752865,12.98277864,0.098333333
dist_line_sd,ie1ouixl,0.8,above,0.026103142,1.1674856,0.04375
dist_line_sd,ie1ouixl,0.8,below,0.032074862,1.296905272,0.03625
dist_line_sd,ie1ouixl,0.5,above,0.082751603,2.190556048,0.095
dist_line_sd,ie1ouixl,0.5,below,0.089752865,1.971781867,0.098333333
ellipse_area,ie1ouixl,0.8,above,0.026103142,2667.6341,0.04375
ellipse_area,ie1ouixl,0.8,below,0.032074862,2843.776127,0.03625
ellipse_area,ie1ouixl,0.5,above,0.082751603,3864.265938,0.095
ellipse_area,ie1ouixl,0.5,below,0.089752865,3207.149067,0.098333333
ellipse_minor,ie1ouixl,0.8,above,0.026103142,9.27599824,0.04375
ellipse_minor,ie1ouixl,0.8,below,0.032074862,10.28798962,0.03625
ellipse_minor,ie1ouixl,0.5,above,0.082751603,18.5506925,0.095
ellipse_minor,ie1ouixl,0.5,below,0.089752865,18.21065415,0.098333333
conf_bounding_box_perp,ie1ovkmj,0.5,above,0.067331931,12.3215973,0.058333333
conf_bounding_box_perp,ie1ovkmj,0.5,below,0.076765344,11.9741672,0.093333333
conf_bounding_box_perp,ie1ovkmj,0.8,above,0.034209386,10.81852317,0.04
conf_bounding_box_perp,ie1ovkmj,0.8,below,0.026263054,7.547943995,0.034166667
dist_line_sd,ie1ovkmj,0.5,above,0.067331931,2.241204226,0.058333333
dist_line_sd,ie1ovkmj,0.5,below,0.076765344,1.938970013,0.093333333
dist_line_sd,ie1ovkmj,0.8,above,0.034209386,1.556931103,0.04
dist_line_sd,ie1ovkmj,0.8,below,0.026263054,1.08358862,0.034166667
ellipse_area,ie1ovkmj,0.5,above,0.067331931,3055.415072,0.058333333
ellipse_area,ie1ovkmj,0.5,below,0.076765344,2818.450896,0.093333333
ellipse_area,ie1ovkmj,0.8,above,0.034209386,3524.290181,0.04
ellipse_area,ie1ovkmj,0.8,below,0.026263054,2332.324124,0.034166667
ellipse_minor,ie1ovkmj,0.5,above,0.067331931,14.91051744,0.058333333
ellipse_minor,ie1ovkmj,0.5,below,0.076765344,15.71153702,0.093333333
ellipse_minor,ie1ovkmj,0.8,above,0.034209386,12.22930003,0.04
ellipse_minor,ie1ovkmj,0.8,below,0.026263054,8.433775348,0.034166667
conf_bounding_box_perp,ie1ovs9g,0.5,above,0.042160856,9.044490993,0.055
conf_bounding_box_perp,ie1ovs9g,0.5,below,0.096350054,16.46009862,0.111666667
conf_bounding_box_perp,ie1ovs9g,0.8,above,0.052250542,14.06027707,0.042916667
conf_bounding_box_perp,ie1ovs9g,0.8,below,0.057295413,13.05796945,0.07
dist_line_sd,ie1ovs9g,0.5,above,0.042160856,1.575158845,0.055
dist_line_sd,ie1ovs9g,0.5,below,0.096350054,2.194135687,0.111666667
dist_line_sd,ie1ovs9g,0.8,above,0.052250542,2.475240838,0.042916667
dist_line_sd,ie1ovs9g,0.8,below,0.057295413,1.971521745,0.07
ellipse_area,ie1ovs9g,0.5,above,0.042160856,1860.072259,0.055
ellipse_area,ie1ovs9g,0.5,below,0.096350054,3443.59312,0.111666667
ellipse_area,ie1ovs9g,0.8,above,0.052250542,5729.960137,0.042916667
ellipse_area,ie1ovs9g,0.8,below,0.057295413,4890.332274,0.07
ellipse_minor,ie1ovs9g,0.5,above,0.042160856,9.229021717,0.055
ellipse_minor,ie1ovs9g,0.5,below,0.096350054,19.54934165,0.111666667
ellipse_minor,ie1ovs9g,0.8,above,0.052250542,19.59995646,0.042916667
ellipse_minor,ie1ovs9g,0.8,below,0.057295413,17.90844655,0.07
conf_bounding_box_perp,ie1ovu66,0.5,above,0.128997915,21.63979183,0.126666667
conf_bounding_box_perp,ie1ovu66,0.5,below,0.22243252,32.80721178,0.303333333
conf_bounding_box_perp,ie1ovu66,0.8,above,0.071221338,19.30984204,0.086666667
conf_bounding_box_perp,ie1ovu66,0.8,below,0.095473284,19.54198201,0.061666667
dist_line_sd,ie1ovu66,0.5,above,0.128997915,3.544048727,0.126666667
dist_line_sd,ie1ovu66,0.5,below,0.22243252,5.212313332,0.303333333
dist_line_sd,ie1ovu66,0.8,above,0.071221338,3.313323773,0.086666667
dist_line_sd,ie1ovu66,0.8,below,0.095473284,3.215196936,0.061666667
ellipse_area,ie1ovu66,0.5,above,0.128997915,6368.648465,0.126666667
ellipse_area,ie1ovu66,0.5,below,0.22243252,6469.262804,0.303333333
ellipse_area,ie1ovu66,0.8,above,0.071221338,7959.099335,0.086666667
ellipse_area,ie1ovu66,0.8,below,0.095473284,7576.743435,0.061666667
ellipse_minor,ie1ovu66,0.5,above,0.128997915,29.64004067,0.126666667
ellipse_minor,ie1ovu66,0.5,below,0.22243252,42.60937107,0.303333333
ellipse_minor,ie1ovu66,0.8,above,0.071221338,27.10939937,0.086666667
ellipse_minor,ie1ovu66,0.8,below,0.095473284,28.46538769,0.061666667
conf_bounding_box_perp,ie1oxh4t,0.8,above,0.030266645,8.867553003,0.036666667
conf_bounding_box_perp,ie1oxh4t,0.8,below,0.037474111,10.52872143,0.02
conf_bounding_box_perp,ie1oxh4t,0.5,above,0.058146024,10.20091402,0.03875
conf_bounding_box_perp,ie1oxh4t,0.5,below,0.12072757,15.44891411,0.118333333
dist_line_sd,ie1oxh4t,0.8,above,0.030266645,1.614700184,0.036666667
dist_line_sd,ie1oxh4t,0.8,below,0.037474111,1.322767508,0.02
dist_line_sd,ie1oxh4t,0.5,above,0.058146024,1.818213762,0.03875
dist_line_sd,ie1oxh4t,0.5,below,0.12072757,2.927974054,0.118333333
ellipse_area,ie1oxh4t,0.8,above,0.030266645,3085.011235,0.036666667
ellipse_area,ie1oxh4t,0.8,below,0.037474111,3273.648619,0.02
ellipse_area,ie1oxh4t,0.5,above,0.058146024,2639.783834,0.03875
ellipse_area,ie1oxh4t,0.5,below,0.12072757,4163.217798,0.118333333
ellipse_minor,ie1oxh4t,0.8,above,0.030266645,10.73333768,0.036666667
ellipse_minor,ie1oxh4t,0.8,below,0.037474111,11.89888567,0.02
ellipse_minor,ie1oxh4t,0.5,above,0.058146024,12.87988227,0.03875
ellipse_minor,ie1oxh4t,0.5,below,0.12072757,24.2258821,0.118333333
conf_bounding_box_perp,ie1ozcma,0.5,above,0.059193954,10.1290683,0.06
conf_bounding_box_perp,ie1ozcma,0.5,below,0.046026716,8.923287008,0.055
conf_bounding_box_perp,ie1ozcma,0.8,above,0.0358178,9.573559684,0.056666667
conf_bounding_box_perp,ie1ozcma,0.8,below,0.050769161,11.57195683,0.05
dist_line_sd,ie1ozcma,0.5,above,0.059193954,1.84538714,0.06
dist_line_sd,ie1ozcma,0.5,below,0.046026716,1.878709587,0.055
dist_line_sd,ie1ozcma,0.8,above,0.0358178,1.631171854,0.056666667
dist_line_sd,ie1ozcma,0.8,below,0.050769161,1.699899165,0.05
ellipse_area,ie1ozcma,0.5,above,0.059193954,2653.901998,0.06
ellipse_area,ie1ozcma,0.5,below,0.046026716,1763.364828,0.055
ellipse_area,ie1ozcma,0.8,above,0.0358178,3704.63749,0.056666667
ellipse_area,ie1ozcma,0.8,below,0.050769161,4397.180154,0.05
ellipse_minor,ie1ozcma,0.5,above,0.059193954,13.04256487,0.06
ellipse_minor,ie1ozcma,0.5,below,0.046026716,9.556049123,0.055
ellipse_minor,ie1ozcma,0.8,above,0.0358178,12.84294203,0.056666667
ellipse_minor,ie1ozcma,0.8,below,0.050769161,16.02524446,0.05
conf_bounding_box_perp,ie1ozii7,0.5,above,0.062178867,8.885247266,0.075
conf_bounding_box_perp,ie1ozii7,0.5,below,0.062995092,11.97218226,0.04375
conf_bounding_box_perp,ie1ozii7,0.8,above,0.046482315,11.35707632,0.051666667
conf_bounding_box_perp,ie1ozii7,0.8,below,0.029067718,6.599938183,0.040833333
dist_line_sd,ie1ozii7,0.5,above,0.062178867,1.775395438,0.075
dist_line_sd,ie1ozii7,0.5,below,0.062995092,1.642348096,0.04375
dist_line_sd,ie1ozii7,0.8,above,0.046482315,2.13030376,0.051666667
dist_line_sd,ie1ozii7,0.8,below,0.029067718,1.556067656,0.040833333
ellipse_area,ie1ozii7,0.5,above,0.062178867,2801.917402,0.075
ellipse_area,ie1ozii7,0.5,below,0.062995092,2340.896517,0.04375
ellipse_area,ie1ozii7,0.8,above,0.046482315,4859.240431,0.051666667
ellipse_area,ie1ozii7,0.8,below,0.029067718,2601.469409,0.040833333
ellipse_minor,ie1ozii7,0.5,above,0.062178867,13.72950686,0.075
ellipse_minor,ie1ozii7,0.5,below,0.062995092,12.94503128,0.04375
ellipse_minor,ie1ozii7,0.8,above,0.046482315,16.80053903,0.051666667
ellipse_minor,ie1ozii7,0.8,below,0.029067718,9.384101345,0.040833333
conf_bounding_box_perp,ie1p0pxi,0.5,above,0.071220162,12.40531408,0.073333333
conf_bounding_box_perp,ie1p0pxi,0.5,below,0.130881673,19.93972583,0.123333333
conf_bounding_box_perp,ie1p0pxi,0.8,above,0.034765276,8.484266705,0.035
conf_bounding_box_perp,ie1p0pxi,0.8,below,0.052609668,10.86008174,0.058333333
dist_line_sd,ie1p0pxi,0.5,above,0.071220162,1.557958487,0.073333333
dist_line_sd,ie1p0pxi,0.5,below,0.130881673,3.42251805,0.123333333
dist_line_sd,ie1p0pxi,0.8,above,0.034765276,1.758563568,0.035
dist_line_sd,ie1p0pxi,0.8,below,0.052609668,2.122827891,0.058333333
ellipse_area,ie1p0pxi,0.5,above,0.071220162,3260.317955,0.073333333
ellipse_area,ie1p0pxi,0.5,below,0.130881673,4492.128055,0.123333333
ellipse_area,ie1p0pxi,0.8,above,0.034765276,3597.177762,0.035
ellipse_area,ie1p0pxi,0.8,below,0.052609668,4511.19232,0.058333333
ellipse_minor,ie1p0pxi,0.5,above,0.071220162,15.83005884,0.073333333
ellipse_minor,ie1p0pxi,0.5,below,0.130881673,26.2223298,0.123333333
ellipse_minor,ie1p0pxi,0.8,above,0.034765276,12.46963549,0.035
ellipse_minor,ie1p0pxi,0.8,below,0.052609668,16.49530084,0.058333333
conf_bounding_box_perp,ie1p1nnp,0.8,above,0.034130867,9.318363463,0.045833333
conf_bounding_box_perp,ie1p1nnp,0.8,below,0.034990728,8.918561686,0.03
conf_bounding_box_perp,ie1p1nnp,0.5,above,0.116530298,19.98979773,0.135
conf_bounding_box_perp,ie1p1nnp,0.5,below,0.124253722,18.78236861,0.096666667
dist_line_sd,ie1p1nnp,0.8,above,0.034130867,1.668742243,0.045833333
dist_line_sd,ie1p1nnp,0.8,below,0.034990728,1.745880983,0.03
dist_line_sd,ie1p1nnp,0.5,above,0.116530298,2.887033251,0.135
dist_line_sd,ie1p1nnp,0.5,below,0.124253722,2.27394962,0.096666667
ellipse_area,ie1p1nnp,0.8,above,0.034130867,3517.920462,0.045833333
ellipse_area,ie1p1nnp,0.8,below,0.034990728,3109.100029,0.03
ellipse_area,ie1p1nnp,0.5,above,0.116530298,5658.906661,0.135
ellipse_area,ie1p1nnp,0.5,below,0.124253722,4222.163979,0.096666667
ellipse_minor,ie1p1nnp,0.8,above,0.034130867,12.20611794,0.045833333
ellipse_minor,ie1p1nnp,0.8,below,0.034990728,11.23966577,0.03
ellipse_minor,ie1p1nnp,0.5,above,0.116530298,26.57588697,0.135
ellipse_minor,ie1p1nnp,0.5,below,0.124253722,24.82314586,0.096666667
conf_bounding_box_perp,ie1p5vx8,0.8,above,0.064045668,17.2312992,0.055
conf_bounding_box_perp,ie1p5vx8,0.8,below,0.092366821,21.43714748,0.063333333
conf_bounding_box_perp,ie1p5vx8,0.5,above,0.10915248,16.30177567,0.105
conf_bounding_box_perp,ie1p5vx8,0.5,below,0.087025217,14.09268517,0.058333333
dist_line_sd,ie1p5vx8,0.8,above,0.064045668,3.038872869,0.055
dist_line_sd,ie1p5vx8,0.8,below,0.092366821,2.916920638,0.063333333
dist_line_sd,ie1p5vx8,0.5,above,0.10915248,3.155958617,0.105
dist_line_sd,ie1p5vx8,0.5,below,0.087025217,2.197861354,0.058333333
ellipse_area,ie1p5vx8,0.8,above,0.064045668,6990.81275,0.055
ellipse_area,ie1p5vx8,0.8,below,0.092366821,7443.774095,0.063333333
ellipse_area,ie1p5vx8,0.5,above,0.10915248,5329.665603,0.105
ellipse_area,ie1p5vx8,0.5,below,0.087025217,3118.198464,0.058333333
ellipse_minor,ie1p5vx8,0.8,above,0.064045668,23.93161448,0.055
ellipse_minor,ie1p5vx8,0.8,below,0.092366821,27.80457942,0.063333333
ellipse_minor,ie1p5vx8,0.5,above,0.10915248,24.96081156,0.105
ellipse_minor,ie1p5vx8,0.5,below,0.087025217,17.67291915,0.058333333
conf_bounding_box_perp,ie1p7d3a,0.5,above,0.048085444,10.16426033,0.056666667
conf_bounding_box_perp,ie1p7d3a,0.5,below,0.081707835,10.91665812,0.091666667
conf_bounding_box_perp,ie1p7d3a,0.8,above,0.042064199,13.8995139,0.03875
conf_bounding_box_perp,ie1p7d3a,0.8,below,0.063498219,13.39400919,0.056666667
dist_line_sd,ie1p7d3a,0.5,above,0.048085444,1.750385449,0.056666667
dist_line_sd,ie1p7d3a,0.5,below,0.081707835,2.143843687,0.091666667
dist_line_sd,ie1p7d3a,0.8,above,0.042064199,2.047486608,0.03875
dist_line_sd,ie1p7d3a,0.8,below,0.063498219,2.107366423,0.056666667
ellipse_area,ie1p7d3a,0.5,above,0.048085444,2139.550132,0.056666667
ellipse_area,ie1p7d3a,0.5,below,0.081707835,2957.279802,0.091666667
ellipse_area,ie1p7d3a,0.8,above,0.042064199,4475.543572,0.03875
ellipse_area,ie1p7d3a,0.8,below,0.063498219,5321.206942,0.056666667
ellipse_minor,ie1p7d3a,0.5,above,0.048085444,10.56245889,0.056666667
ellipse_minor,ie1p7d3a,0.5,below,0.081707835,16.64586065,0.091666667
ellipse_minor,ie1p7d3a,0.8,above,0.042064199,15.41229092,0.03875
ellipse_minor,ie1p7d3a,0.8,below,0.063498219,19.60795587,0.056666667
conf_bounding_box_perp,ie1p7tla,0.8,above,0.04505468,11.3095541,0.04125
conf_bounding_box_perp,ie1p7tla,0.8,below,0.047220918,12.24869611,0.075
conf_bounding_box_perp,ie1p7tla,0.5,above,0.098644616,15.90484483,0.098333333
conf_bounding_box_perp,ie1p7tla,0.5,below,0.078331862,13.5318072,0.093333333
dist_line_sd,ie1p7tla,0.8,above,0.04505468,2.158676964,0.04125
dist_line_sd,ie1p7tla,0.8,below,0.047220918,1.487666313,0.075
dist_line_sd,ie1p7tla,0.5,above,0.098644616,2.818046227,0.098333333
dist_line_sd,ie1p7tla,0.5,below,0.078331862,2.66080367,0.093333333
ellipse_area,ie1p7tla,0.8,above,0.04505468,4744.044277,0.04125
ellipse_area,ie1p7tla,0.8,below,0.047220918,4065.980125,0.075
ellipse_area,ie1p7tla,0.5,above,0.098644616,4650.061979,0.098333333
ellipse_area,ie1p7tla,0.5,below,0.078331862,2866.255595,0.093333333
ellipse_minor,ie1p7tla,0.8,above,0.04505468,16.37549705,0.04125
ellipse_minor,ie1p7tla,0.8,below,0.047220918,14.84736297,0.075
ellipse_minor,ie1p7tla,0.5,above,0.098644616,22.20146685,0.098333333
ellipse_minor,ie1p7tla,0.5,below,0.078331862,16.01461822,0.093333333
conf_bounding_box_perp,ie1p9zhb,0.8,above,0.049400627,13.10724655,0.049583333
conf_bounding_box_perp,ie1p9zhb,0.8,below,0.067187018,15.92001342,0.071666667
conf_bounding_box_perp,ie1p9zhb,0.5,above,0.066188016,11.52671128,0.073333333
conf_bounding_box_perp,ie1p9zhb,0.5,below,0.131624046,16.95806194,0.161666667
dist_line_sd,ie1p9zhb,0.8,above,0.049400627,2.46719053,0.049583333
dist_line_sd,ie1p9zhb,0.8,below,0.067187018,2.497084433,0.071666667
dist_line_sd,ie1p9zhb,0.5,above,0.066188016,1.900194828,0.073333333
dist_line_sd,ie1p9zhb,0.5,below,0.131624046,3.619188949,0.161666667
ellipse_area,ie1p9zhb,0.8,above,0.049400627,5259.299766,0.049583333
ellipse_area,ie1p9zhb,0.8,below,0.067187018,5689.484375,0.071666667
ellipse_area,ie1p9zhb,0.5,above,0.066188016,3010.369968,0.073333333
ellipse_area,ie1p9zhb,0.5,below,0.131624046,4486.857624,0.161666667
ellipse_minor,ie1p9zhb,0.8,above,0.049400627,18.10732884,0.049583333
ellipse_minor,ie1p9zhb,0.8,below,0.067187018,20.88835069,0.071666667
ellipse_minor,ie1p9zhb,0.5,above,0.066188016,14.67149326,0.073333333
ellipse_minor,ie1p9zhb,0.5,below,0.131624046,26.31857324,0.161666667
conf_bounding_box_perp,ie1pcwcu,0.8,above,0.020856124,6.66407149,0.024166667
conf_bounding_box_perp,ie1pcwcu,0.8,below,0.042739461,10.45316757,0.046666667
conf_bounding_box_perp,ie1pcwcu,0.5,above,0.080638968,14.64516009,0.06
conf_bounding_box_perp,ie1pcwcu,0.5,below,0.143269117,22.67976076,0.121666667
dist_line_sd,ie1pcwcu,0.8,above,0.020856124,1.056626628,0.024166667
dist_line_sd,ie1pcwcu,0.8,below,0.042739461,1.485766635,0.046666667
dist_line_sd,ie1pcwcu,0.5,above,0.080638968,1.966343369,0.06
dist_line_sd,ie1pcwcu,0.5,below,0.143269117,3.337446306,0.121666667
ellipse_area,ie1pcwcu,0.8,above,0.020856124,2070.857412,0.024166667
ellipse_area,ie1pcwcu,0.8,below,0.042739461,3740.246196,0.046666667
ellipse_area,ie1pcwcu,0.5,above,0.080638968,3758.548308,0.06
ellipse_area,ie1pcwcu,0.5,below,0.143269117,4792.359594,0.121666667
ellipse_minor,ie1pcwcu,0.8,above,0.020856124,7.252692728,0.024166667
ellipse_minor,ie1pcwcu,0.8,below,0.042739461,13.58648199,0.046666667
ellipse_minor,ie1pcwcu,0.5,above,0.080638968,18.06267654,0.06
ellipse_minor,ie1pcwcu,0.5,below,0.143269117,28.48833831,0.121666667
conf_bounding_box_perp,ie1pf40v,0.5,above,0.132999971,21.15683277,0.175
conf_bounding_box_perp,ie1pf40v,0.5,below,0.423624065,56.10628469,0.468333333
conf_bounding_box_perp,ie1pf40v,0.8,above,0.081691528,25.3454431,0.086666667
conf_bounding_box_perp,ie1pf40v,0.8,below,0.079791671,16.54637267,0.073333333
dist_line_sd,ie1pf40v,0.5,above,0.132999971,3.646531275,0.175
dist_line_sd,ie1pf40v,0.5,below,0.423624065,8.533066113,0.468333333
dist_line_sd,ie1pf40v,0.8,above,0.081691528,4.078876028,0.086666667
dist_line_sd,ie1pf40v,0.8,below,0.079791671,2.803414976,0.073333333
ellipse_area,ie1pf40v,0.5,above,0.132999971,6709.847316,0.175
ellipse_area,ie1pf40v,0.5,below,0.423624065,9031.618236,0.468333333
ellipse_area,ie1pf40v,0.8,above,0.081691528,9939.046457,0.086666667
ellipse_area,ie1pf40v,0.8,below,0.079791671,6651.970513,0.073333333
ellipse_minor,ie1pf40v,0.5,above,0.132999971,30.87421091,0.175
ellipse_minor,ie1pf40v,0.5,below,0.423624065,76.16656359,0.468333333
ellipse_minor,ie1pf40v,0.8,above,0.081691528,33.31759224,0.086666667
ellipse_minor,ie1pf40v,0.8,below,0.079791671,24.55006093,0.073333333
conf_bounding_box_perp,ie1pk39j,0.5,above,0.067379216,10.30419932,0.071666667
conf_bounding_box_perp,ie1pk39j,0.5,below,0.117067694,16.43050614,0.131666667
conf_bounding_box_perp,ie1pk39j,0.8,above,0.027172253,8.663569436,0.038333333
conf_bounding_box_perp,ie1pk39j,0.8,below,0.032459088,8.270753795,0.04
dist_line_sd,ie1pk39j,0.5,above,0.067379216,2.019225751,0.071666667
dist_line_sd,ie1pk39j,0.5,below,0.117067694,3.034763422,0.131666667
dist_line_sd,ie1pk39j,0.8,above,0.027172253,1.114591505,0.038333333
dist_line_sd,ie1pk39j,0.8,below,0.032459088,1.444071548,0.04
ellipse_area,ie1pk39j,0.5,above,0.067379216,3079.083469,0.071666667
ellipse_area,ie1pk39j,0.5,below,0.117067694,4091.698037,0.131666667
ellipse_area,ie1pk39j,0.8,above,0.027172253,2737.421237,0.038333333
ellipse_area,ie1pk39j,0.8,below,0.032459088,2901.385107,0.04
ellipse_minor,ie1pk39j,0.5,above,0.067379216,14.96553779,0.071666667
ellipse_minor,ie1pk39j,0.5,below,0.117067694,23.58611073,0.131666667
ellipse_minor,ie1pk39j,0.8,above,0.027172253,9.551564606,0.038333333
ellipse_minor,ie1pk39j,0.8,below,0.032459088,10.46924142,0.04
conf_bounding_box_perp,ie1pmt84,0.5,above,0.067863397,12.15663861,0.061666667
conf_bounding_box_perp,ie1pmt84,0.5,below,0.089051709,12.46272353,0.091666667
conf_bounding_box_perp,ie1pmt84,0.8,above,0.046142142,11.77152943,0.05
conf_bounding_box_perp,ie1pmt84,0.8,below,0.044934508,10.976505,0.05375
dist_line_sd,ie1pmt84,0.5,above,0.067863397,1.933017706,0.061666667
dist_line_sd,ie1pmt84,0.5,below,0.089051709,2.54855784,0.091666667
dist_line_sd,ie1pmt84,0.8,above,0.046142142,1.590258473,0.05
dist_line_sd,ie1pmt84,0.8,below,0.044934508,1.91792456,0.05375
ellipse_area,ie1pmt84,0.5,above,0.067863397,3087.782356,0.061666667
ellipse_area,ie1pmt84,0.5,below,0.089051709,3229.993303,0.091666667
ellipse_area,ie1pmt84,0.8,above,0.046142142,4845.713262,0.05
ellipse_area,ie1pmt84,0.8,below,0.044934508,3908.999988,0.05375
ellipse_minor,ie1pmt84,0.5,above,0.067863397,15.04519192,0.061666667
ellipse_minor,ie1pmt84,0.5,below,0.089051709,18.15356083,0.091666667
ellipse_minor,ie1pmt84,0.8,above,0.046142142,16.73652769,0.05
ellipse_minor,ie1pmt84,0.8,below,0.044934508,14.22671345,0.05375
conf_bounding_box_perp,ie1prod6,0.8,above,0.024990715,6.086734379,0.03
conf_bounding_box_perp,ie1prod6,0.8,below,0.063515717,14.05122468,0.073333333
conf_bounding_box_perp,ie1prod6,0.5,above,0.121343329,18.77281718,0.101666667
conf_bounding_box_perp,ie1prod6,0.5,below,0.150114085,22.11888321,0.153333333
dist_line_sd,ie1prod6,0.8,above,0.024990715,1.533113966,0.03
dist_line_sd,ie1prod6,0.8,below,0.063515717,2.176902705,0.073333333
dist_line_sd,ie1prod6,0.5,above,0.121343329,2.87679207,0.101666667
dist_line_sd,ie1prod6,0.5,below,0.150114085,3.36937652,0.153333333
ellipse_area,ie1prod6,0.8,above,0.024990715,2534.948256,0.03
ellipse_area,ie1prod6,0.8,below,0.063515717,5316.696967,0.073333333
ellipse_area,ie1prod6,0.5,above,0.121343329,5956.313693,0.101666667
ellipse_area,ie1prod6,0.5,below,0.150114085,5003.857221,0.153333333
ellipse_minor,ie1prod6,0.8,above,0.024990715,8.830743798,0.03
ellipse_minor,ie1prod6,0.8,below,0.063515717,19.59850733,0.073333333
ellipse_minor,ie1prod6,0.5,above,0.121343329,27.81007807,0.101666667
ellipse_minor,ie1prod6,0.5,below,0.150114085,29.81634425,0.153333333
conf_bounding_box_perp,ie1q08rg,0.5,above,0.092501005,14.92123618,0.08
conf_bounding_box_perp,ie1q08rg,0.5,below,0.11656685,20.74565047,0.113333333
conf_bounding_box_perp,ie1q08rg,0.8,above,0.05532523,13.85040926,0.044583333
conf_bounding_box_perp,ie1q08rg,0.8,below,0.058779259,12.36190062,0.07
dist_line_sd,ie1q08rg,0.5,above,0.092501005,2.948470408,0.08
